Name	Source	ChineseName	ChineseEffect	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Preserver's		保护者	防御性灵气1	100	1	1	50		42	pal			1	125	skilltab	11	1	1									lred	lcha												0	0
Lion Branded		狮子烙印	战斗技能1	100	1	1	20		15	pal			1	125	skilltab	9	1	1									lred	scep	swor	mace	shld	ashd	amul	circ						0	0
Hawk Branded		老鹰烙印	战斗技能2	100	1	1	40		30	pal			1	125	skilltab	9	2	2									lred	scep	swor	mace	shld	ashd	amul	circ						0	0
Rose Branded		玫瑰烙印	战斗技能3	100	1		60		45	pal			1	125	skilltab	9	3	3									lgrn	scep	swor	mace	shld	ashd	amul	circ						0	0
Captain's		队长	攻击性灵气1	100	1	1	20		15	pal			1	125	skilltab	10	1	1									lred	scep	swor	mace	shld	ashd	amul	circ						0	0
Commander's		指挥官	攻击性灵气2	100	1	1	40		30	pal			1	125	skilltab	10	2	2									lred	scep	swor	mace	shld	ashd	amul	circ						0	0
Marshal's		元帅	攻击性灵气3	100	1		60		45	pal			1	125	skilltab	10	3	3									lred	scep	swor	mace	shld	ashd	amul	circ						0	0
Preserver's		保护者	防御性灵气1	100	1	1	20		15	pal			1	125	skilltab	11	1	1									lred	shld	ashd	amul	circ									0	0
Warder's		主管	防御性灵气2	100	1	1	40		30	pal			1	125	skilltab	11	2	2									lred	shld	ashd	amul	circ									0	0
Guardian's		守护者	防御性灵气3	100	1		60		45	pal			1	125	skilltab	11	3	3									lred	shld	ashd	amul	circ									0	0
Expert's		专家	战斗技能1	100	1	1	50		42	bar			1	125	skilltab	12	1	1									lred	lcha												0	0
Fanatic		狂信者	支配性1	100	1	1	50		42	bar			1	125	skilltab	13	1	1									lred	lcha												0	0
Sounding		鸣响	呐喊系技能1	100	1	1	50		42	bar			1	125	skilltab	14	1	1									lred	lcha												0	0
Expert's		专家	战斗技能1	100	1	1	20		15	bar			1	125	skilltab	12	1	1									lred	phlm	weap						miss	rod				0	0
Veteran's		老手	战斗技能2	100	1	1	40		30	bar			1	125	skilltab	12	2	2									lred	phlm	weap						miss	rod				0	0
Master's		大师	战斗技能3	100	1		60		45	bar			1	125	skilltab	12	3	3									lred	phlm	weap						miss	rod				0	0
Fanatic		狂信者	支配性1	100	1	1	20		15	bar			1	125	skilltab	13	1	1									lred	phlm	weap	amul					miss	rod				0	0
Raging		猛烈	支配性2	100	1	1	40		30	bar			1	125	skilltab	13	2	2									lred	phlm	weap	amul					miss	rod				0	0
Furious		狂怒	支配性3	100	1		60		45	bar			1	125	skilltab	13	3	3									lred	phlm	weap	amul					miss	rod				0	0
Sounding		鸣响	呐喊系技能1	100	1	1	20		15	bar			1	125	skilltab	14	1	1									lred	phlm	weap	amul					miss	rod				0	0
Resonant		回想	呐喊系技能2	100	1	1	40		30	bar			1	125	skilltab	14	2	2									lred	phlm	weap	amul					miss	rod				0	0
Echoing		回音	呐喊系技能3	100	1		60		45	bar			1	125	skilltab	14	3	3									lgrn	phlm	weap	amul					miss	rod				0	0
Trainer's		训练师	召唤系技能1	100	1	1	50		42	dru			1	125	skilltab	15	1	1									lred	lcha												0	0
Spiritual		精神	变形系技能1	100	1	1	50		42	dru			1	125	skilltab	16	1	1									lred	lcha												0	0
Nature's		自然	元素系技能1	100	1	1	50		42	dru			1	125	skilltab	17	1	1									lred	lcha												0	0
Trainer's		训练师	召唤系技能1	100	1	1	20		15	dru			1	125	skilltab	15	1	1									lred	club	pelt	amul	circ									0	0
Caretaker's		看守人	召唤系技能2	100	1	1	40		30	dru			1	125	skilltab	15	2	2									lred	club	pelt	amul	circ									0	0
Keeper's		管理者	召唤系技能3	100	1		60		45	dru			1	125	skilltab	15	3	3									lgrn	club	pelt	amul	circ									0	0
Spiritual		精神	变形系技能1	100	1	1	20		15	dru			1	125	skilltab	16	1	1									lred	club	pelt	amul	circ									0	0
Feral		猛禽	变形系技能2	100	1	1	40		30	dru			1	125	skilltab	16	2	2									lred	club	pelt	amul	circ									0	0
Communal		共有	变形系技能3	100	1		60		45	dru			1	125	skilltab	16	3	3									lgrn	club	pelt	amul	circ									0	0
Nature's		自然	元素系技能1	100	1	1	20		15	dru			1	125	skilltab	17	1	1									lred	club	pelt	amul	circ									0	0
Terra's		尘土	元素系技能2	100	1	1	40		30	dru			1	125	skilltab	17	2	2									lred	club	pelt	amul	circ									0	0
Gaea's		盖亚	元素系技能3	100	1		60		45	dru			1	125	skilltab	17	3	3									lgrn	club	pelt	amul	circ									0	0
Entrapping		诱骗	陷阱艺术技能1	100	1	1	50		42	ass			1	125	skilltab	18	1	1									lred	lcha												0	0
Mentalist's		心智	影子训练技能1	100	1	1	50		42	ass			1	125	skilltab	19	1	1									lred	lcha												0	0
Shogukusha's		将军	武学艺术技能1	100	1	1	50		42	ass			1	125	skilltab	20	1	1									lred	lcha												0	0
Entrapping		诱骗	陷阱艺术技能1	100	1	1	20		15	ass			1	125	skilltab	18	1	1									lred	h2h	amul	circ										0	0
Trickster's		欺诈	陷阱艺术技能2	100	1	1	40		30	ass			1	125	skilltab	18	2	2									lgrn	h2h	amul	circ										0	0
Cunning		冷静	陷阱艺术技能3	100	1		60		45	ass			1	125	skilltab	18	3	3									lgrn	h2h	amul	circ										0	0
Mentalist's		心智	影子训练技能1	100	1	1	20		15	ass			1	125	skilltab	19	1	1									lred	h2h	amul	circ										0	0
Psychic		心灵	影子训练技能2	100	1	1	40		30	ass			1	125	skilltab	19	2	2									lred	h2h	amul	circ										0	0
Shadow		阴影	影子训练技能3	100	1		60		45	ass			1	125	skilltab	19	3	3									lred	h2h	amul	circ										0	0
Shogukusha's		将军	武学艺术技能1	100	1	1	20		15	ass			1	125	skilltab	20	1	1									lred	h2h	amul	glov	circ									0	0
Sensei's		剑士	武学艺术技能2	100	1	1	40		30	ass			1	125	skilltab	20	2	2									lgrn	h2h	amul	glov	circ									0	0
Kenshi's		剑圣	武学艺术技能3	100	1		60		45	ass			1	125	skilltab	20	3	3									lgrn	h2h	amul	glov	circ									0	0
Miocene		N/A	0	100			1		1				1	101	ac/lvl	6											lred	tors												0	0
Miocene		N/A	0	100		1	1		1				1	101	ac/lvl	1											lred	glov	boot	belt	shld									0	0
Oligocene		N/A	0	100		1	10		7				1	101	ac/lvl	9											lred	tors												0	0
Oligocene		N/A	0	100		1	10		7				1	101	ac/lvl	2											lred	glov	boot	belt	shld									0	0
Eocene		N/A	0	100		1	20		15				1	101	ac/lvl	18											lred	tors												0	0
Eocene		N/A	0	100		1	20		15				1	101	ac/lvl	3											lred	glov	boot	belt	shld									0	0
Paleocene		忠诚	防御3/级	100	1	1	30		22				4	101	ac/lvl	24											lred	tors												0	0
Paleocene		忠诚	防御3/级	100	1	1	30		22				3	101	ac/lvl	4											lred	glov	boot	belt	shld									0	0
Knave's		N/A	0	100			1		1				1	111	dmg/lvl	1			att/lvl	10							lred	weap							staf	wand	orb			0	0
Jack's		N/A	0	100		1	10		7				1	111	dmg/lvl	2			att/lvl	15							lred	weap							staf	wand	orb			0	0
Jester's		N/A	0	100		1	20		15				1	111	dmg/lvl	3			att/lvl	22							lred	weap							staf	wand	orb			0	0
Joker's		N/A	0	100		1	35		26				1	111	dmg/lvl	4			att/lvl	33							lred	weap							staf	wand	orb			0	0
Trump		N/A	N/A	100	1	1	50		37				7	111	dmg/lvl	4			att/lvl	33							lred	weap							staf	wand	orb			0	0
Loud		N/A	0	100			1		1				1	105	dmg/lvl	2											lred	weap							staf	wand	orb			0	0
Calling		N/A	0	100		1	10		7				1	105	dmg/lvl	3											lred	weap							staf	wand	orb			0	0
Yelling		N/A	0	100		1	20		15				1	105	dmg/lvl	4											lred	weap							staf	wand	orb			0	0
Shouting		N/A	0	100		1	35		26				1	105	dmg/lvl	5											lred	weap							staf	wand	orb			0	0
Gritty		磨碎	最大伤害0.75/级	100	1	1	50		37				7	105	dmg/lvl	6											lred	weap							staf	wand	orb			0	0
Paradox		N/A	0	100		1	25		18				1	101	ac%/lvl	12											lred	tors												0	0
Paradox		N/A	0	100		1	25		18				1	105	dmg%/lvl	12											lred	weap							staf	wand	orb			0	0
Robineye		N/A	0	100			1		1				1	111	att/lvl	4											lred	weap							staf	wand	orb			0	0
Sparroweye		N/A	0	100			10		7				1	111	att/lvl	6											lred	weap							staf	wand	orb			0	0
Falconeye		N/A	0	100			20		15				1	111	att/lvl	8											lred	weap							staf	wand	orb			0	0
Hawkeye		鹰眼	命中6/级	100	1		35		26				7	111	att/lvl	12											lred	weap							staf	wand	orb			0	0
Eagleeye		N/A	0	100			50		37				1	111	att/lvl	16											lred	weap							staf	wand	orb			0	0
Visionary		幻影	命中1%/级	100	1	1	25		18				1	111	att%/lvl	2											lred	helm	miss											0	0
Mnemonic		记忆	法力0.75/级	100	1	1	25		18				1	115	mana/lvl	6											lred	helm												0	0
Snowflake		雪白	冰冷伤害6-9至19-30，持续1秒	100	1	1	25	30	18				3	137	cold-len		25	25	cold-min		6	9	cold-max		19	30	lred	weap	circ						wand	orb				0	0
Shivering		颤抖	冰冷伤害10-15至31-45，持续2秒	100	1	1	35	40	26				2	137	cold-len		50	50	cold-min		10	15	cold-max		31	45	lred	weap							wand	orb				0	0
Boreal		北风	冰冷伤害16-23至46-90，持续3秒	100	1	1	50		40				1	137	cold-len		75	75	cold-min		16	23	cold-max		46	90	lred	weap							wand	orb				0	0
Hibernal		寒冬	冰冷伤害24-45至91-140，持续4秒	100	1	1	70		60				1	137	cold-len		100	100	cold-min		24	45	cold-max		91	140	lred	weap							wand	orb				0	0
Ember		烈火	火焰伤害16-25到31-60	100	1	1	25	30	18				3	138	fire-min		16	25	fire-max		31	60					lred	weap	circ						wand	orb				0	0
Smoldering		闷烧	火焰伤害26-50到61-90	100	1	1	35	40	26				2	138	fire-min		26	50	fire-max		61	90					lred	weap							wand	orb				0	0
Smoking		烟雾	火焰伤害51-80到91-130	100	1	1	47		37				1	138	fire-min		51	80	fire-max		91	130					lred	weap							wand	orb				0	0
Flaming		燃烧	火焰伤害81-120到131-180	100	1	1	61		51				1	138	fire-min		81	120	fire-max		131	180					lred	weap							wand	orb				0	0
Scorching		浓缩	火焰伤害121-170到181-240	100	1	1	77		67				1	138	fire-min		121	170	fire-max		181	240					lred	weap							wand	orb				0	0
Static		静态	闪电伤害1到49-120	100	1	1	25	30	18				3	139	ltng-min		1	1	ltng-max		49	120					lred	weap	circ						wand	orb				0	0
Glowing		发光	照明2	100	1	1	34	40	25				2	139	ltng-min		1	1	ltng-max		121	180					lred	weap							wand	orb				0	0
Buzzing		嗡叫	闪电伤害1到181-260	100	1	1	46		36				1	139	ltng-min		1	1	ltng-max		181	260					lred	weap							wand	orb				0	0
Arcing		弯曲	闪电伤害1到261-360	100	1	1	60		50				1	139	ltng-min		1	1	ltng-max		261	360					lred	weap							wand	orb				0	0
Shocking		震撼	闪电伤害1到361-480	100	1	1	76		66				1	139	ltng-min		1	1	ltng-max		361	480					lred	weap							wand	orb				0	0
Septic		腐败	毒素伤害6，持续2秒	100	1	1	1		1				3	140	dmg-pois	50	31	31									lred	weap	circ						wand	orb				0	0
Envenomed		险恶	毒素伤害12，持续3秒	100	1	1	10		7				2	140	dmg-pois	75	41	41									lred	weap							wand	orb				0	0
Corosive		腐蚀	毒素伤害80，持续4秒	100	1	1	20		15				1	140	dmg-pois	100	205	205									lred	weap							wand	orb				0	0
Toxic		剧毒	毒素伤害150，持续5秒	100	1	1	35		26				1	140	dmg-pois	125	308	308									lred	weap							wand	orb				0	0
Pestilent		瘟疫	毒素伤害275，持续6秒	100	1		50		37				1	140	dmg-pois	150	470	470									lred	weap							wand	orb				0	0
Maiden's		处女	亚马逊技能1	1	1	1	36		27	ama			4	125	ama		1	1									lred	amul	circ											0	0
Valkyrie's		女武神	亚马逊技能2	1	1	1	90		67	ama			2	125	ama		2	2									lgrn	amul	circ											0	0
Maiden's		处女	亚马逊技能1	1	1	1	30		22	ama			4	125	ama		1	1									lred	miss	spea											0	0
Valkyrie's		女武神	亚马逊技能2	1	1	1	50		42	ama			2	125	ama		2	2									lgrn	miss	spea											0	0
Monk's		僧人	圣骑士技能1	1	1	1	36		27	pal			4	125	pal		1	1									lred	amul	circ											0	0
Priest's		牧师	圣骑士技能2	1	1	1	90		67	pal			2	125	pal		2	2									lgrn	amul	circ											0	0
Monk's		僧人	圣骑士技能1	1	1	1	30		22	pal			4	125	pal		1	1									lred	scep	ashd											0	0
Priest's		牧师	圣骑士技能2	1	1	1	50		42	pal			2	125	pal		2	2									lgrn	scep	ashd											0	0
Monk's		僧人	圣骑士技能1	1	1	1	35		27	pal			4	125	pal		1	1									lred	swor	mace	hamm	shld									0	0
Priest's		牧师	圣骑士技能2	1	1	1	65		58	pal			2	125	pal		2	2									lgrn	swor	mace	hamm	shld									0	0
Summoner's		召唤者	死灵法师技能1	1	1	1	36		27	nec			4	125	nec		1	1									lred	amul	circ											0	0
Necromancer's		死灵法师	死灵法师技能2	1	1	1	90		67	nec			2	125	nec		2	2									lgrn	amul	circ											0	0
Summoner's		召唤者	死灵法师技能1	1	1	1	30		22	nec			4	125	nec		1	1									lred	wand	knif	head										0	0
Necromancer's		死灵法师	死灵法师技能2	1	1	1	50		42	nec			2	125	nec		2	2									lgrn	wand	knif	head										0	0
Angel's		天使	女巫技能1	1	1	1	36		27	sor			4	125	sor		1	1									lred	amul	circ											0	0
Arch-Angel's		大天使	女巫技能2	1	1	1	90		67	sor			2	125	sor		2	2									lgrn	amul	circ											0	0
Angel's		天使	女巫技能1	1	1	1	30		22	sor			4	125	sor		1	1									lred	staf	orb											0	0
Arch-Angel's		大天使	女巫技能2	1	1	1	50		42	sor			2	125	sor		2	2									lgrn	staf	orb											0	0
Slayer's		屠杀者	野蛮人技能1	1	1	1	36		27	bar			4	125	bar		1	1									lred	amul	circ											0	0
Berserker's		狂战士	野蛮人技能2	1	1	1	90		67	bar			2	125	bar		2	2									lgrn	amul	circ											0	0
Slayer's		屠杀者	野蛮人技能1	1	1	1	30		22	bar			4	125	bar		1	1									lred	tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Berserker's		狂战士	野蛮人技能2	1	1	1	50		42	bar			1	125	bar		2	2									lgrn	tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Slayer's		屠杀者	野蛮人技能1	100	1	1	30		22	bar			4	125	bar		1	1									lred	phlm												0	0
Berserker's		狂战士	野蛮人技能2	100	1	1	50		42	bar			2	125	bar		2	2									lgrn	phlm												0	0
Shaman's		巫师	德鲁伊技能1	100	1	1	36		27	dru			4	125	dru		1	1									lred	amul	circ											0	0
Hierophant's		祭司	德鲁伊技能2	100	1	1	90		67	dru			2	125	dru		2	2									lgrn	amul	circ											0	0
Shaman's		巫师	德鲁伊技能1	100	1	1	30		22	dru			4	125	dru		1	1									lred	club	pelt											0	0
Hierophant's		祭司	德鲁伊技能2	100	1	1	50		42	dru			2	125	dru		2	2									lgrn	club	pelt											0	0
Magekiller's		法师杀手	刺客技能1	100	1	1	36		27	ass			4	125	ass		1	1									lred	amul	circ											0	0
Witch-hunter's		女巫猎人	刺客技能2	100	1	1	90		67	ass			2	125	ass		2	2									lgrn	amul	circ											0	0
Magekiller's		法师杀手	刺客技能1	100	1	1	30		22	ass			4	125	ass		1	1									lred	h2h												0	0
Witch-hunter's		女巫猎人	刺客技能2	100	1	1	50		42	ass			2	125	ass		2	2									lgrn	h2h												0	0
Compact		密实	增加数量20-40	100	1	1	1		1				6	141	stack		20	40									lred	thro												0	0
Thin		细瘦	增加数量41-80	100	1	1	17		12				5	141	stack		41	80									lred	thro												0	0
Dense		密集	增加数量81-120	100	1	1	38		30				4	141	stack		81	120									lred	thro												0	0
Consecrated		净化	对不死命中25-75，伤害25-75%	100	1	1	1	30	1				4	142	att-undead		25	75	dmg-undead		25	75					lred	weap							wand	orb				0	0
Pure		纯洁	对不死命中76-175，伤害76-125%	100	1	1	15		11				3	142	att-undead		76	175	dmg-undead		76	125					lred	weap							wand	orb				0	0
Sacred		神圣	对不死命中175-250，伤害126-200%	100	1	1	25		18				2	142	att-undead		175	250	dmg-undead		126	200					lred	weap							wand	orb				0	0
Hallowed		圣洁	对不死命中251-325，伤害201-275%	100	1	1	35		27				1	142	att-undead		251	325	dmg-undead		201	275					lred	weap							wand	orb				0	0
Divine		神性	对不死命中326-450，伤害276-350%	100	1		45		37				1	142	att-undead		326	450	dmg-undead		276	350					lred	weap							wand	orb				0	0
Pearl		珍珠	对不死命中25-50，伤害25-50%	100	1	1	18		13				1	142	att-undead		25	50	dmg-undead		25	50					lred	jewl												0	0
Crimson		枣红	最小伤害5-8	1	1	1	5		3				4	118	res-fire		5	10									lred	armo	ring	amul	orb	circ	rod							0	0
Red		红	最小伤害1-2	100	1	1	15		11				4	103	dmg-min		1	1									lred	lcha												0	0
Sanguinary		嗜杀	最小伤害4	100	1	1	45		37				4	103	dmg-min		2	2									lred	lcha												0	0
Bloody		血腥	最小伤害7-8	100	1		75		67				4	103	dmg-min		3	3									lred	lcha												0	0
Red		红	最小伤害1-2	100	1	1	30		22				4	103	dmg-min		1	1									lred	mcha												0	0
Sanguinary		嗜杀	最小伤害4	100	1		60		52				4	103	dmg-min		2	2									lred	mcha												0	0
Red		红	最小伤害1-2	100	1	1	90		82				4	103	dmg-min		1	1									lred	scha												0	0
Jagged		锯齿	最大伤害1-2	100	1	1	7		5				4	104	dmg-max		1	1									lred	lcha												0	0
Forked		分叉	最大伤害7-8	100	1	1	37		29				4	104	dmg-max		2	2									lred	lcha												0	0
Serrated		锯齿	最大伤害11-12	100	1		67		59				4	104	dmg-max		3	3									lred	lcha												0	0
Jagged		锯齿	最大伤害1-2	100	1	1	22		16				4	104	dmg-max		1	1									lred	mcha												0	0
Forked		分叉	最大伤害7-8	100	1		52		44				4	104	dmg-max		2	2									lred	mcha												0	0
Jagged		锯齿	最大伤害1-2	100	1	1	81		73				4	104	dmg-max		1	1									lred	scha												0	0
Snowflake		雪白	冰冷伤害6-9至19-30，持续1秒	100	1	1	9		6				2	137	cold-len		25	25	cold-min		1	1	cold-max		2	3	lred	lcha												0	0
Shivering		颤抖	冰冷伤害10-15至31-45，持续2秒	100	1	1	15		11				1	137	cold-len		25	25	cold-min		2	4	cold-max		4	8	lred	lcha												0	0
Boreal		北风	冰冷伤害16-23至46-90，持续3秒	100	1	1	30		22				1	137	cold-len		25	25	cold-min		5	7	cold-max		9	15	lred	lcha												0	0
Hibernal		寒冬	冰冷伤害24-45至91-140，持续4秒	100	1		45		38				1	137	cold-len		25	25	cold-min		8	13	cold-max		16	25	lred	lcha												0	0
Snowflake		雪白	冰冷伤害6-9至19-30，持续1秒	100	1	1	18		13				2	137	cold-len		25	25	cold-min		2	3	cold-max		3	5	lred	mcha												0	0
Shivering		颤抖	冰冷伤害10-15至31-45，持续2秒	100	1	1	29		21				1	137	cold-len		25	25	cold-min		4	5	cold-max		6	10	lred	mcha												0	0
Boreal		北风	冰冷伤害16-23至46-90，持续3秒	100	1	1	49		41				1	137	cold-len		25	25	cold-min		6	10	cold-max		11	20	lred	mcha												0	0
Hibernal		寒冬	冰冷伤害24-45至91-140，持续4秒	100	1		69		61				1	137	cold-len		25	25	cold-min		11	15	cold-max		21	30	lred	mcha												0	0
Snowflake		雪白	冰冷伤害6-9至19-30，持续1秒	100	1	1	27		20				2	137	cold-len		25	25	cold-min		1	2	cold-max		2	4	lred	scha												0	0
Shivering		颤抖	冰冷伤害10-15至31-45，持续2秒	100	1	1	42		34				1	137	cold-len		25	25	cold-min		3	4	cold-max		5	8	lred	scha												0	0
Boreal		北风	冰冷伤害16-23至46-90，持续3秒	100	1	1	66		58				1	137	cold-len		25	25	cold-min		5	7	cold-max		9	14	lred	scha												0	0
Hibernal		寒冬	冰冷伤害24-45至91-140，持续4秒	100	1		91		83				1	137	cold-len		25	25	cold-min		8	10	cold-max		15	20	lred	scha												0	0
Ember		烈火	火焰伤害16-25到31-60	100	1	1	5		3				2	138	fire-min		1	1	fire-max		2	3					lred	lcha												0	0
Smoldering		闷烧	火焰伤害26-50到61-90	100	1	1	15		11				1	138	fire-min		2	3	fire-max		4	7					lred	lcha												0	0
Smoking		烟雾	火焰伤害51-80到91-130	100	1	1	28		21				1	138	fire-min		4	7	fire-max		8	19					lred	lcha												0	0
Flaming		燃烧	火焰伤害81-120到131-180	100	1		43		35				1	138	fire-min		8	18	fire-max		20	36					lred	lcha												0	0
Ember		烈火	火焰伤害16-25到31-60	100	1	1	13		9				2	138	fire-min		1	1	fire-max		2	3					lred	mcha												0	0
Smoldering		闷烧	火焰伤害26-50到61-90	100	1	1	27		20				1	138	fire-min		2	3	fire-max		4	12					lred	mcha												0	0
Smoking		烟雾	火焰伤害51-80到91-130	100	1	1	47		39				1	138	fire-min		4	9	fire-max		13	27					lred	mcha												0	0
Flaming		燃烧	火焰伤害81-120到131-180	100	1		67		59				1	138	fire-min		10	27	fire-max		28	43					lred	mcha												0	0
Ember		烈火	火焰伤害16-25到31-60	100	1	1	21		15				2	138	fire-min		1	1	fire-max		2	3					lred	scha												0	0
Smoldering		闷烧	火焰伤害26-50到61-90	100	1	1	40		32				1	138	fire-min		2	3	fire-max		4	10					lred	scha												0	0
Smoking		烟雾	火焰伤害51-80到91-130	100	1	1	64		56				1	138	fire-min		4	9	fire-max		11	19					lred	scha												0	0
Flaming		燃烧	火焰伤害81-120到131-180	100	1		89		81				1	138	fire-min		10	19	fire-max		20	29					lred	scha												0	0
Static		静态	闪电伤害1到49-120	100	1	1	7		5				2	139	ltng-min		1	1	ltng-max		4	5					lred	lcha												0	0
Glowing		发光	照明2	100	1	1	14		10				1	139	ltng-min		1	1	ltng-max		6	17					lred	lcha												0	0
Arcing		弯曲	闪电伤害1到261-360	100	1	1	29		21				1	139	ltng-min		1	1	ltng-max		18	44					lred	lcha												0	0
Shocking		震撼	闪电伤害1到361-480	100	1		44		36				1	139	ltng-min		1	1	ltng-max		45	79					lred	lcha												0	0
Static		静态	闪电伤害1到49-120	100	1	1	14		10				2	139	ltng-min		1	1	ltng-max		5	9					lred	mcha												0	0
Glowing		发光	照明2	100	1	1	28		20				1	139	ltng-min		1	1	ltng-max		10	26					lred	mcha												0	0
Arcing		弯曲	闪电伤害1到261-360	100	1	1	48		40				1	139	ltng-min		1	1	ltng-max		27	58					lred	mcha												0	0
Shocking		震撼	闪电伤害1到361-480	100	1		68		60				1	139	ltng-min		1	1	ltng-max		59	90					lred	mcha												0	0
Static		静态	闪电伤害1到49-120	100	1	1	23		17				2	139	ltng-min		1	1	ltng-max		6	11					lred	scha												0	0
Glowing		发光	照明2	100	1	1	41		33				1	139	ltng-min		1	1	ltng-max		12	24					lred	scha												0	0
Arcing		弯曲	闪电伤害1到261-360	100	1	1	65		57				1	139	ltng-min		1	1	ltng-max		25	43					lred	scha												0	0
Shocking		震撼	闪电伤害1到361-480	100	1		90		82				1	139	ltng-min		1	1	ltng-max		44	71					lred	scha												0	0
Septic		腐败	毒素伤害6，持续2秒	100	1	1	1		1				2	140	dmg-pois	75	18	18									lred	lcha												0	0
Envenomed		险恶	毒素伤害12，持续3秒	100	1	1	12		9				1	140	dmg-pois	100	39	39									lred	lcha												0	0
Toxic		剧毒	毒素伤害150，持续5秒	100	1	1	27		20				1	140	dmg-pois	125	103	103									lred	lcha												0	0
Pestilent		瘟疫	毒素伤害275，持续6秒	100	1		42		34				1	140	dmg-pois	150	171	171									lred	lcha												0	0
Septic		腐败	毒素伤害6，持续2秒	100	1	1	9		6				2	140	dmg-pois	75	35	35									lred	mcha												0	0
Envenomed		险恶	毒素伤害12，持续3秒	100	1	1	26		19				1	140	dmg-pois	100	77	77									lred	mcha												0	0
Toxic		剧毒	毒素伤害150，持续5秒	100	1	1	46		38				1	140	dmg-pois	125	185	185									lred	mcha												0	0
Pestilent		瘟疫	毒素伤害275，持续6秒	100	1		66		58				1	140	dmg-pois	150	299	299									lred	mcha												0	0
Septic		腐败	毒素伤害6，持续2秒	100	1	1	18		13				2	140	dmg-pois	75	52	52									lred	scha												0	0
Envenomed		险恶	毒素伤害12，持续3秒	100	1	1	39		31				1	140	dmg-pois	100	128	128									lred	scha												0	0
Toxic		剧毒	毒素伤害150，持续5秒	100	1	1	63		55				1	140	dmg-pois	125	205	205									lred	scha												0	0
Pestilent		瘟疫	毒素伤害275，持续6秒	100	1		88		80				1	140	dmg-pois	150	299	299									lred	scha												0	0
Tireless		不倦	耐力恢复25%	1	1	1	1	5	1				4	108	regen-stam		10	10									lred	boot												0	0
Lizard's		蜥蜴	法力3-7	1	1	1	1	2	1				4	115	mana		1	3									lred	armo	ring	amul	rod	orb			boot	glov				0	0
Azure		天青	冰抗7-15	1	1	1	1	4	1				3	117	res-cold		5	5									lred	armo	ring	amul	orb	circ								0	0
Crimson		枣红	最小伤害5-8	1	1	1	1	4	1				3	118	res-fire		5	5									lred	armo	ring	amul	orb	circ								0	0
Tangerine		红柑	电抗7-15	1	1	1	1	4	1				3	119	res-ltng		5	5									lred	armo	ring	amul	orb	circ								0	0
Beryl		海蓝	毒抗7-15	1	1	1	1	4	1				3	120	res-pois		5	5									lred	armo	ring	amul	orb	circ								0	0
Godly		神	防御101%-200%	100	1	1	50		43				1	101	ac%		101	200									lred	armo												0	0
Cruel		残忍	伤害201%-300%	100	1	1	56		48				1	105	dmg%		201	300									lred	weap							staf	wand	orb			0	0
MDKMOD-Expansion																																									
Charged1	MoreP	Magic Arrow	disabled	100	0	1	1	12	1		ama	1	1	44	charged	6	123	1										miss	abow	glov										0	0
Charged1	MoreP	Magic Arrow	enabled	100	1	1	8		10		ama	1	1	44	charged	6	123	10										miss	abow	glov										0	0
Charged1	MoreP	Fire Arrow	disabled	100	0	1	1	18	1		ama	1	1	44	charged	7	123	1										miss	abow	glov										0	0
Charged1	MoreP	Fire Arrow	enabled	100	1	1	12		12		ama	1	1	44	charged	7	123	11										miss	abow	glov										0	0
Charged1	MoreP	Inner Sight	disabled	100	0	1	1	18	1		ama	1	1	44	charged	8	33	1										amul	amaz	circ	glov									0	0
Charged1	MoreP	Inner Sight	enabled	100	1	1	30		35		ama	1	1	44	charged	8	33	11										glov	amul	amaz	circ									0	0
Charged1	MoreP	Jab	disabled	100	0	1	6	24	6		ama	6	1	44	charged	10	300	1										spea	aspe	glov										0	0
Charged1	MoreP	Jab	enabled	100	1	1	18		20		ama	6	1	44	charged	10	300	12										glov	spea	aspe										0	0
Charged1	MoreP	Cold Arrow	disabled	100	0	1	6	24	6		ama	6	1	44	charged	11	300	1										miss	abow	glov										0	0
Charged1	MoreP	Cold Arrow	enabled	100	1	1	14		16		ama	6	1	44	charged	11	300	9										glov	miss	abow										0	0
Charged1	MoreP	Multiple Shot	disabled	100	0	1	10	24	10		ama	6	1	44	charged	12	300	5										miss	abow	glov										0	0
Charged1	MoreP	Multiple Shot	enabled	100	1	1	40		45		ama	6	1	44	charged	12	300	25										glov	miss	abow										0	0
Charged1	MoreP	Power Strike	disabled	100	0	1	12	30	12		ama	12	1	44	charged	14	300	1										spea	aspe	glov										0	0
Charged1	MoreP	Power Strike	enabled	100	1	1	24		25		ama	12	1	44	charged	14	300	13										glov	spea	aspe										0	0
Charged1	MoreP	Poison Javelin	disabled	100	0	1	12	30	12		ama	12	1	44	charged	15	300	1										amul	circ	glov										0	0
Charged1	MoreP	Poison Javelin	enabled	100	1	1	25		27		ama	12	1	44	charged	15	300	15										glov	circ	amul										0	0
