Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	NameStrX	MonStatsEx	cnames	countif	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
thornhulk2	128	thornhulk1	thornhulk3	1	thornhulk2Name	BrambleHulk	thornhulk2	����ľħ	1		thornhulk	ThornHulk		TH	1													2	3		3	3	1	22	50	80	thornhulk	thornhulk	10	15	14	13				85	85	85	25	25	25	10	10	10	40	40	40	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	2																						100	85	75	-50	-40	-33													25				130		4				22	22	22	5	229	620	85	123	93	151	94	79	151	94				285	575	140	130	90	160	105	75	150	120				285	575	140	130	90	160	105	75	150	120				A2	stun	100			7	100			7	100			7																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
thornhulk3	129	thornhulk1	thornhulk4	2	thornhulk3Name	Thrasher	thornhulk3	�ד�ľħ	1		thornhulk	ThornHulk		TH	1													2	4		3	3	1	23	52	81	thornhulk	thornhulk	10	15	14	13				90	90	90	40	40	40	10	10	10	50	50	50	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	3																						100	85	75	-50	-40	-33													25				140		4				23	23	23	5	229	620	85	123	87	147	92	74	147	92				285	575	140	130	90	160	105	75	150	120				285	575	140	130	90	160	105	75	150	120				A2	stun	100			7	100			7	100			7																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
thornhulk4	130	thornhulk1	thornhulk5	3	thornhulk4Name	Spikefist	thornhulk4	�ȭľħ	1		thornhulk	ThornHulk		TH	1													3	5		3	3	1	27	57	84	thornhulk	thornhulk	10	15	14	13				100	100	100	50	50	50	10	10	10	55	55	55	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	4																						100	85	75	-50	-40	-33													25				150		4				27	27	27	5	228	617	84	133	89	148	93	77	148	93				285	575	140	130	90	160	105	75	150	120				285	575	140	130	90	160	105	75	150	120				A2	stun	100			7	100			7	100			7																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
vampire1	131	vampire1	vampire2	0	vampire1Name	GhoulLord	vampire1	ʳ�ƹ���	5		vampire	Vampire	steals life	VA	1	1												1	2		6	6	1	19	49	80	vampire	vampire	11	15	14	13				55	55	55	20	40	50	24	25	25	25	25	35	3	3	3																			1							1			1			1	1		1											VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	30				50		30				50	50	30		33	25	110	50	3				19	19	19	5	229	527	84	110	47	116	93							225	500	100	150	50	100	120							225	500	100	150	50	100	120							A1	cold	60	38	115	25	60	50	100	50	60	50	100	75																													Act 2 Cast C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
vampire2	132	vampire1	vampire3	1	vampire2Name	NightLord	vampire2	��ҹ����	1		vampire	Vampire	steals life	VA	1	1												1	2		7	7	1	23	54	82	vampire	vampire	11	15	14	13				65	65	65	25	50	60	25	26	26	25	28	39	5	5	5																			1							1			1			1	1		1											VampireFireball	SC	3	VampireFirewall	SC	3	VampireMeteor	SC	3	VampireMissile	SC	3													100	85	75	-50	-40	-25	40				50		35				50	50	35		33	25	120	50	3				23	23	23	5	229	522	85	110	54	121	92							225	500	100	150	50	100	120							225	500	100	150	50	100	120							A1	cold	65	40	60	25	65	50	100	50	65	50	100	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
vampire3	133	vampire1	vampire4	2	vampire3Name	DarkLord	vampire3	�ڰ�����	1		vampire	Vampire	steals life	VA	1	1												1	3		7	7	1	24	55	83	vampire	vampire	11	15	14	13				76	76	76	30	60	70	26	27	27	25	31	43	7	7	7																			1							1			1			1	1		1											VampireFireball	SC	4	VampireFirewall	SC	4	VampireMeteor	SC	4	VampireMissile	SC	4													100	85	75	-50	-40	-25	50				50		40				50	50	40		33	25	130	50	3				24	24	24	5	229	527	85	110	51	119	92							225	500	100	150	50	100	120							225	500	100	150	50	100	120							A1	cold	70	43	62	25	70	50	100	50	70	50	100	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
vampire4	134	vampire1	vampire5	3	vampire4Name	BloodLord	vampire4	�rѪ����	1		vampire	Vampire	steals life	VA	1	1												2	3		8	8	1	25	55	83	vampire	vampire	11	15	14	13				85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1							1			1			1	1		1											VampireFireball	SC	5	VampireFirewall	SC	5	VampireMeteor	SC	5	VampireMissile	SC	5													100	85	75	-50	-40	-25	60				50		45				50	50	45		33	25	140	50	3				25	25	25	5	228	525	85	113	51	119	93							225	500	100	150	50	100	120							225	500	100	150	50	100	120							A1	cold	75	50	68	25	75	50	100	50	75	50	100	75																													Act 3 Cast C	Act 3 Champ C	Act 3 Unique C					Act 3 (N) Cast C	Act 3 (N) Champ C	Act 3 (N) Unique C					Act 3 (H) Cast C	Act 3 (H) Champ C	Act 3 (H) Unique C			Act 3 (H) Champ C Desecrated	Act 3 (H) Unique C Desecrated							0
vampire5	135	vampire1	vampire6	4	vampire5Name	Banished	vampire5	������	1		vampire	Vampire	steals life	VA	1	1												1	1		9	9	1	12	43	73	vampire	vampire	11	15	14	13				85	85	85	40	70	80	28	28	28	25	37	51	1	1	1																			1							1			1			1	1		1											VampireFireball	SC	1	VampireFirewall	SC	1	VampireMeteor	SC	1	VampireMissile	SC	1													100	85	75	-50	-40	-25	20				50		20				50	50	50		33	25	150	50	3				13	13	13	5	231	530	84	111	51	126	93							225	500	100	150	50	100	120							225	500	100	150	50	100	120							A1	cold	55	50	87	25	55	50	100	50	55	50	100	75																													Act 1 Cast A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
batdemon1	136	batdemon1	batdemon2	0	batdemon1Name	DesertWing	batdemon1	ɳĮ֮��	3		batdemon	BatDemon	Shocking Hit	BT	1													1	3		7	7	1	15	44	79	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	60	65	70	50	55	60	8	8	8																			1	1								1				1	1																																					100	85	75	-50	-40	-33													15	25	100				2				16	16	16	5	66	377	84	82	71	101	94	51	101	194				105	275	110	80	65	70	100	80	115	200				105	275	110	80	65	70	100	80	115	200				A2	ltng	65	70	100		65	5	180		65	5	240																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated					1	1	0
batdemon2	137	batdemon1	batdemon3	1	batdemon2Name	Fiend	batdemon2	ħ��	1		batdemon	BatDemon	Shocking Hit	BT	1													2	3		8	8	1	19	50	79	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	65	70	75	50	56	62	8	8	8																			1	1								1				1	1																																					100	85	75	-50	-40	-33													15	25		110			2				19	19	19	5	69	377	84	82	62	93	93	62	93	167				105	275	110	80	65	70	100	80	115	200				105	275	110	80	65	70	100	80	115	200				A2	ltng	70	61	92		70	5	180		70	5	240																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated					1	1	0
batdemon3	138	batdemon1	batdemon4	2	batdemon3Name	Gloombat	batdemon3	�İ�����	1		batdemon	BatDemon	Shocking Hit	BT	1													2	3		9	9	1	22	51	81	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	70	75	80	50	57	64	8	8	8																			1	1								1				1	1																																					100	85	75	-50	-40	-33													15	25			100		2				22	22	22	5	66	377	85	82	65	101	94	79	122	156				105	275	110	80	65	70	100	80	115	200				105	275	110	80	65	70	100	80	115	200				A2	ltng	75	64	100		75	5	180		75	5	240																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated					1	1	0
batdemon4	139	batdemon1	batdemon5	3	batdemon4Name	BloodDiver	batdemon4	�rѪ���n��	1		batdemon	BatDemon	Shocking Hit	BT	1													2	4		10	10	1	24	54	85	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	75	80	85	50	58	66	8	8	8																			1	1								1				1	1																																					100	85	75	-50	-40	-33													15	25	105				2				24	24	24	5	67	377	85	82	63	94	92	88	138	154				105	275	110	80	65	70	100	80	115	200				105	275	110	80	65	70	100	80	115	200				A2	ltng	80	62	93		80	5	180		80	5	240																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0
batdemon5	140	batdemon1	batdemon6	4	batdemon5Name	DarkFamiliar	batdemon5	�ڰ�ħ��	1		batdemon	BatDemon	Shocking Hit	BT	1													3	4		10	10	1	27	57	84	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	80	85	90	50	59	68	8	8	8																			1	1								1				1	1																																					100	85	75	-50	-40	-33													15	25		120			2				27	27	27	5	64	377	84	89	65	101	93	106	165	146				105	275	110	80	65	70	100	80	115	200				105	275	110	80	65	70	100	80	115	200				A2	ltng	85	64	100		85	5	180		85	5	240																														Act 3 H2H C	Act 3 Champ C	Act 3 Unique C					Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C					Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C			Act 3 (H) Champ C Desecrated	Act 3 (H) Unique C Desecrated					1	1	0
fetish1	141	fetish1	fetish2	0	fetish1Name	RatMan	fetish1	����	4		fetish	Fetish		FE	1							fetish1		1	1	1	1	1	1		6	6	1	10	42	72	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															100	33	33	50	2				11	11	11	5	96	275	84	80	72	115	91							82	200	125	75	60	95	95							82	200	125	75	60	95	95																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
fetish2	142	fetish1	fetish3	1	fetish2Name	Fetish	fetish2	����ħ	1		fetish	Fetish		FE	1							fetish2		1	1	1	2	1	2		7	7	1	21	49	79	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															33	100	33	50	2				21	21	21	5	96	267	85	79	65	101	94							82	200	125	75	60	95	95							82	200	125	75	60	95	95																																																	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
fetish3	143	fetish1	fetish4	2	fetish3Name	Flayer	fetish3	��Ƥ��	1		fetish	Fetish		FE	1							fetish3		1	1	1	3	1	3		8	8	1	22	50	80	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															33	33	100	50	2				22	22	22	5	99	267	85	79	72	108	94							82	200	125	75	60	95	95							82	200	125	75	60	95	95																																																	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
fetish4	144	fetish1	fetish5	3	fetish4Name	SoulKiller	fetish4	�`�ꚢ��	1		fetish	Fetish		FE	1							fetish4		1	1	2	3	2	3		9	9	1	23	51	81	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															33	110	33	50	2				23	23	23	5	97	267	85	79	67	107	92							82	200	125	75	60	95	95							82	200	125	75	60	95	95																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
fetish5	145	fetish1	fetish6	4	fetish5Name	StygianDoll	fetish5	ڤ�ӹ���	1		fetish	Fetish		FE	1							fetish5		1	1	2	4	2	4		10	10	1	24	54	83	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															100	33	33	50	2				24	24	24	5	97	267	85	79	69	101	92							82	200	125	75	60	95	95							82	200	125	75	60	95	95																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
cain1	146	cain1		0	DeckardCain	DeckardCain	cain1	�Ͽ�?�P��	1		human	NpcOutOfTown		DC	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																																													2								0	0												0	0												0	0																																																																																	0
gheed	147	gheed		0	Gheed	Gheed	gheed	����	1		human	Npc		GH	1													1	1		4	4	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																													2								0	0												0	0												0	0																																																																																	0
akara	148	akara		0	Akara	Akara	akara	������	1		human	Npc		PS	1													1	1		1	1	0				lightnpc	lightnpc		15	15	15																																				1	1	1	1	1	1	1									1																																																													2								0	0												0	0												0	0																																																																																	0
chicken	149	chicken		0	dummy	dummy	chicken	һ��а������	1			Idle		CK	1													3	3		2	2	0				chicken	chicken		15	15	15																																						1				1									1																																																													2								0	0												0	0												0	0																																																																																	0
kashya	150	kashya		0	Kashya	Kashya	kashya	����	1		human	Npc		RC	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																																													2								0	0												0	0												0	0																																																																																	0
rat	151	rat		0	dummy	dummy	rat	һ��а������	1			Idle		RT	1													4	4		5	5	0				rat	rat		15	15	15																																				1		1				1								1	1																																																													2								0	0												0	0												0	0																																																																																	0
rogue1	152	rogue1		0	Dummy	Dummy	rogue1	һ��а������	1		human	Idle		RG	1													1	1		8	8	0				act1hire	act1hire	10	15	15	15																												rogue1								1		1	1			1								1	1																																					100	100	100	-50	-50	-50																			2				75	75	75	5	213	710	84											270	525	150											270	525	150																																																																																0
hellmeteor	153	hellmeteor		0	Dummy	Dummy	hellmeteor	һ��а������	1			HellMeteor		K9	1													1	1		0	0	0	0	33	66				15	15	15				50	60	70	50	50	50	10	10	10																																										1										HellMeteor	A1	1																																														2								0	0												0	0												0	0																																																																																	0
charsi	154	charsi		0	Charsi	Charsi	charsi	ǡ��	1		human	Npc		CI	1													1	1		4	4	0				charsi	charsi		15	15	15																																				1	1	1	1	1	1	1									1																																																													2								0	0												0	0												0	0																																																																																	0
warriv1	155	warriv1		0	Warriv	Warriv	warriv1	�����	1		human	Npc		WA	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																													2								0	0												0	0												0	0																																																																																	0
andariel	156	andariel		0	andarielName	Andariel	andariel	���_��	2		demon	Andariel		AN	1													1	1		8	8	0	12	49	85	andariel	andariel	14	15	11	9				30	35	35	10	8	6	30	32	34	50	55	60																														1		1	1	1	1														AndrialSpray	seq_andarielspray	1	AndyPoisonBolt	A1	1																			100	66	33	-25	-15	0			-50	50	50	80			-50	50	50	50	66		-40	60	60	70	0			1	0	20	40	5	3330	3330	84	916	76	238	153							4099	4099	110	1492	180	220	200							2386	2386	110	2984	180	220	470							A1	pois	100	33	33	30	100	60	33	33	100	33	33	225																													Andarielq	Andarielq	Andarielq	Andarielq	Andarielq Desecrated A	Andarielq Desecrated A	Andarielq Desecrated A	Andarielq (N)	Andarielq (N)	Andarielq (N)	Andarielq (N)	Andarielq (N) Desecrated A	Andarielq (N) Desecrated A	Andarielq (N) Desecrated A	Andarielq (H)	Andarielq (H)	Andarielq (H)	Andarielq (H)	Andarielq (H) Desecrated A	Andarielq (H) Desecrated A	Andarielq (H) Desecrated A	6	1					0
bird1	157	bird1		0	dummy	dummy	bird1	һ��а������	1			Idle		BS	1													1	1		7	7	1							15	15	15																																				1		1				1								1	1																																																													2								0	0												0	0												0	0																																																																																	0
bird2	158	bird2		0	dummy	dummy	bird2	һ��а������	1			Idle		BL	1													1	1		4	4	1							15	15	15																																				1		1				1								1	1																																																													2								0	0												0	0												0	0																																																																																	0
bat	159	bat		0	dummy	dummy	bat	һ��а������	1			Idle		B9	1													1	3		7	7	1				bat	bat		15	15	15																																				1		1				1									1																																																													2								0	0												0	0												0	0																																																																																	0
cr_archer1	160	cr_archer1	cr_archer2	0	cr_archer1Name	DarkRanger	cr_archer1	�ڰ��[�b	4		corruptrogue	CorruptArcher		CR	1	1												1	2		4	4	1	4	37	68	cr_archer	cr_archer	10	15	14	13				60	65	70	70	85	88	14	11	9	20	30	40	20	20	20							12	12	12	cr_arrow1									1								1		1			1	1																																					100	100	100	-50	-40	-33													15		25	100	25	25	2				13	13	13	5	136	320	84	91	60	90	256							82	237	90	100	60	90	150							82	237	90	100	60	90	150																																																	Act 1 Miss A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) Miss A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) Miss A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
cr_archer2	161	cr_archer1	cr_archer3	1	cr_archer2Name	VileArcher	cr_archer2	��а������	1		corruptrogue	CorruptArcher		CR	1	1												1	3		5	6	1	5	38	69	cr_archer	cr_archer	10	15	14	13				70	75	80	75	88	91	12	10	9	25	35	45	20	20	20							12	12	12	cr_arrow2									1								1		1			1	1																																					100	100	100	-50	-40	-33													15		110	25	25	25	2				15	15	15	5	139	327	84	91	60	90	255							82	237	90	100	60	90	150							82	237	90	100	60	90	150							A1	pois					10	20	20	100	20	25	25	100																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
cr_archer3	162	cr_archer1	cr_archer4	2	cr_archer3Name	DarkArcher	cr_archer3	�ڰ�������	1		corruptrogue	CorruptArcher		CR	1	1												2	3		5	8	1	7	39	83	cr_archer	cr_archer	10	15	14	13				80	85	90	80	91	94	10	9	8	30	40	50	20	20	20							12	12	12	cr_arrow3									1								1		1			1	1																																					100	100	100	-50	-40	-33													15		25	110	25	25	2				20	20	20	5	142	340	84	91	60	90	254							82	237	90	100	60	90	150							82	237	90	100	60	90	150							A1	cold					10	40	60	150	20	40	60	175																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
cr_archer4	163	cr_archer1	cr_archer5	3	cr_archer4Name	BlackArcher	cr_archer4	��ɫ������	1		corruptrogue	CorruptArcher		CR	1	1												2	4		6	9	1	10	41	72	cr_archer	cr_archer	10	15	14	13				90	90	95	80	94	97	8	8	7	35	45	55	20	20	20							12	12	12	cr_arrow4									1								1		1			1	1																																					100	100	100	-50	-40	-33													15		25	115	25	25	2				28	28	28	5	144	352	84	91	60	90	253							82	237	90	100	60	90	150							82	237	90	100	60	90	150							A1	ltng					10	5	120		20	5	140																														Act 1 Miss C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
cr_archer5	164	cr_archer1	cr_archer6	4	cr_archer5Name	FleshArcher	cr_archer5	Ѫ�⹭����	1		corruptrogue	CorruptArcher		CR	1	1												3	4		7	10	1	24	54	85	cr_archer	cr_archer	10	15	14	13				99	99	99	85	97	99	6	6	6	40	50	60	20	20	20							12	12	12	cr_arrow5									1								1		1			1	1																																					100	100	100	-50	-40	-33	20						20						15		25	25	130	25	2				45	45	45	5	145	342	85	91	60	90	252							82	237	90	100	60	90	150							82	237	90	100	60	90	150							A1	fire					10	50	70		20	60	80																														Act 3 Miss B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Miss B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Miss B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
cr_lancer1	165	cr_lancer1	cr_lancer2	0	cr_lancer1Name	DarkSpearwoman	cr_lancer1	�ڰ�Ů����	5		corruptrogue	CorruptLancer		CR	1													1	2		4	4	1	2	36	67	cr_lancer	cr_lancer	10	15	14	13				60	60	60	75	80	85	9	8	7	0	40	55	15	12	10																			1	1							1		1			1	1																																					100	100	100	-50	-40	-33													45		25	100	25	25	2				4	4	4	5	129	322	84	91	67	134	101							120	287	95	85	65	130	140							120	287	95	85	65	130	140																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
